id,b,c,v,t
26036017,26,36,17,"Son of man, when the house of Israel lived in their own land, they defiled it by their way and by their doings: their way before me was as the uncleanness of a woman in her impurity."
26036018,26,36,18,"Therefore I poured out my wrath on them for the blood which they had poured out on the land, and because they had defiled it with their idols;"
26036019,26,36,19,"and I scattered them among the nations, and they were dispersed through the countries: according to their way and according to their doings I judged them."
26036020,26,36,20,"When they came to the nations, where they went, they profaned my holy name; in that men said of them, These are the people of Yahweh, and are gone forth out of his land."
26036021,26,36,21,"But I had regard for my holy name, which the house of Israel had profaned among the nations, where they went."
26036022,26,36,22,"Therefore tell the house of Israel, Thus says the Lord Yahweh: I don't do [this] for your sake, house of Israel, but for my holy name, which you have profaned among the nations, where you went."
26036023,26,36,23,"I will sanctify my great name, which has been profaned among the nations, which you have profaned in the midst of them; and the nations shall know that I am Yahweh, says the Lord Yahweh, when I shall be sanctified in you before their eyes."
26036024,26,36,24,"For I will take you from among the nations, and gather you out of all the countries, and will bring you into your own land."
26036025,26,36,25,"I will sprinkle clean water on you, and you shall be clean: from all your filthiness, and from all your idols, will I cleanse you."
26036026,26,36,26,"A new heart also will I give you, and a new spirit will I put within you; and I will take away the stony heart out of your flesh, and I will give you a heart of flesh."
26036027,26,36,27,"I will put my Spirit within you, and cause you to walk in my statutes, and you shall keep my ordinances, and do them."
26036028,26,36,28,"You shall dwell in the land that I gave to your fathers; and you shall be my people, and I will be your God."
26036029,26,36,29,"I will save you from all your uncleanness: and I will call for the grain, and will multiply it, and lay no famine on you."
26036030,26,36,30,"I will multiply the fruit of the tree, and the increase of the field, that you may receive no more the reproach of famine among the nations."
26036031,26,36,31,"Then shall you remember your evil ways, and your doings that were not good; and you shall loathe yourselves in your own sight for your iniquities and for your abominations."
26036032,26,36,32,"Nor for your sake do I [this], says the Lord Yahweh, be it known to you: be ashamed and confounded for your ways, house of Israel."
26036033,26,36,33,"Thus says the Lord Yahweh: In the day that I cleanse you from all your iniquities, I will cause the cities to be inhabited, and the waste places shall be built."
26036034,26,36,34,"The land that was desolate shall be tilled, whereas it was a desolation in the sight of all who passed by."
26036035,26,36,35,"They shall say, This land that was desolate is become like the garden of Eden; and the waste and desolate and ruined cities are fortified and inhabited."
26036036,26,36,36,"Then the nations that are left round about you shall know that I, Yahweh, have built the ruined places, and planted that which was desolate: I, Yahweh, have spoken it, and I will do it."
26036037,26,36,37,"Thus says the Lord Yahweh: For this, moreover, will I be inquired of by the house of Israel, to do it for them: I will increase them with men like a flock."
26036038,26,36,38,"As the flock for sacrifice, as the flock of Jerusalem in her appointed feasts, so shall the waste cities be filled with flocks of men; and they shall know that I am Yahweh."
26037001,26,37,1,"The hand of Yahweh was on me, and he brought me out in the Spirit of Yahweh, and set me down in the midst of the valley; and it was full of bones."
26037002,26,37,2,"He caused me to pass by them round about: and, behold, there were very many in the open valley; and, behold, they were very dry."
26037003,26,37,3,"He said to me, Son of man, can these bones live? I answered, Lord Yahweh, you know."
26037004,26,37,4,"Again he said to me, Prophesy over these bones, and tell them, you dry bones, hear the word of Yahweh."
26037005,26,37,5,"Thus says the Lord Yahweh to these bones: Behold, I will cause breath to enter into you, and you shall live."
26037006,26,37,6,"I will lay sinews on you, and will bring up flesh on you, and cover you with skin, and put breath in you, and you shall live; and you shall know that I am Yahweh."
26037007,26,37,7,"So I prophesied as I was commanded: and as I prophesied, there was a noise, and, behold, an earthquake; and the bones came together, bone to its bone."
26037008,26,37,8,"I saw, and, behold, there were sinews on them, and flesh came up, and skin covered them above; but there was no breath in them."
26037009,26,37,9,"Then said he to me, Prophesy to the wind, prophesy, son of man, and tell the wind, Thus says the Lord Yahweh: Come from the four winds, breath, and breathe on these slain, that they may live."
26037010,26,37,10,"So I prophesied as he commanded me, and the breath came into them, and they lived, and stood up on their feet, an exceeding great army."
26037011,26,37,11,"Then he said to me, Son of man, these bones are the whole house of Israel: behold, they say, Our bones are dried up, and our hope is lost; we are clean cut off."
26037012,26,37,12,"Therefore prophesy, and tell them, Thus says the Lord Yahweh: Behold, I will open your graves, and cause you to come up out of your graves, my people; and I will bring you into the land of Israel."
26037013,26,37,13,"You shall know that I am Yahweh, when I have opened your graves, and caused you to come up out of your graves, my people."
26037014,26,37,14,"I will put my Spirit in you, and you shall live, and I will place you in your own land: and you shall know that I, Yahweh, have spoken it and performed it, says Yahweh."
26037015,26,37,15,"The word of Yahweh came again to me, saying,"
26037016,26,37,16,"You, son of man, take one stick, and write on it, For Judah, and for the children of Israel his companions: then take another stick, and write on it, For Joseph, the stick of Ephraim, and [for] all the house of Israel his companions:"
